EMPLOYEE_ID,JOB_ROLE,TEAM_SIZE,MONTHLY_EXTRA_HOURS,EXTRA_HOLIDAYS,TODO_COMPLETED,BMI_RANGE,DAILY_STEPS_IN_THOUSAND,SLEEP_HOURS,DAILY_STRESS,TIME_FOR_HOBBY,HEALTHY_MEALS_PER_WEEK,SUFFICIENT_INCOME,AGE,GENDER,WORK_LIFE_BALANCE_SCORE
2417,Intercity Bus Driver,0,10,5,8,1,5,7,2,4,4,2,51 or more,Female,711.5
2418,Environmental and Sustainability Manager,2,4,2,7,1,8,5,2,2,6,2,36 to 50,Male,682.8
2419,Maintenance Technician,1,0,1,5,2,1,4,4,0,0,2,51 or more,Female,594.5
2420,Depot Driver,2,10,4,5,1,2,7,4,6,6,2,51 or more,Female,680.3
2421,Operations Manager,8,2,5,0,1,8,6,5,2,2,1,21 to 35,Female,620.1
2422,Intercity Bus Driver,10,10,3,3,2,7,6,5,1,3,1,36 to 50,Female,606.3
2423,Depot Driver,0,10,2,1,2,3,6,3,2,10,1,21 to 35,Female,656.5
2424,City Bus Driver,0,10,3,8,2,4,6,3,9,10,2,36 to 50,Female,723
2425,Operations Manager,1,10,5,9,2,10,6,2,10,10,1,51 or more,Male,737.8
2426,Train Conductor,0,0,2,2,1,4,6,2,0,3,1,21 to 35,Female,587
2427,Depot Driver,10,5,1,7,2,2,6,4,9,7,2,51 or more,Female,656.3
2428,City Bus Driver,2,5,0,6,1,10,4,5,6,3,1,21 to 35,Female,659.2
2429,City Bus Driver,0,8,3,9,1,8,6,4,7,4,1,Less than 20,Female,694.9
2430,Operations Manager,0,10,1,5,1,3,7,3,1,10,2,51 or more,Female,672
2431,Fleet Manager,10,7,3,7,1,5,6,5,3,4,1,21 to 35,Female,605.9
2432,Train Conductor,10,10,0,5,2,10,7,5,0,10,2,21 to 35,Female,624.1
2433,Operations Manager,0,3,2,10,1,6,7,1,2,4,2,51 or more,Female,698.1
2434,Train Conductor,7,10,1,7,2,10,7,4,2,4,2,36 to 50,Male,625.8
2435,Environmental and Sustainability Manager,5,1,0,0,1,3,8,1,0,2,1,36 to 50,Female,597.4
2436,Maintenance Technician,2,6,5,4,2,4,5,3,5,6,2,21 to 35,Female,668.4
2437,Depot Driver,0,2,5,10,2,10,7,4,2,1,2,36 to 50,Male,670
2438,Operations Manager,7,4,5,0,1,10,5,3,2,1,1,Less than 20,Male,622
2439,Intercity Bus Driver,0,1,5,7,1,3,8,5,4,4,2,21 to 35,Female,662
2440,Maintenance Technician,0,5,0,6,1,10,6,3,4,3,2,Less than 20,Male,637.5
2441,City Bus Driver,0,10,2,8,1,4,8,4,1,10,2,51 or more,Female,675.8
2442,Train Conductor,7,10,1,8,1,9,5,5,8,9,1,Less than 20,Male,660.9
2443,Operations Manager,0,3,2,3,1,5,8,3,3,4,2,21 to 35,Female,650.5
2444,Environmental and Sustainability Manager,1,3,5,1,2,1,9,4,1,3,1,36 to 50,Female,617.6
2445,Fleet Manager,0,10,2,4,1,4,9,5,3,5,2,21 to 35,Female,660.7
2446,Fleet Manager,0,2,3,9,1,8,6,1,1,4,2,51 or more,Female,649
2447,Train Conductor,1,8,2,6,1,4,6,3,5,4,2,Less than 20,Male,687.3
2448,Train Conductor,0,7,2,10,1,5,6,3,5,4,2,36 to 50,Female,701.1
2449,Fleet Manager,7,10,5,5,1,10,7,1,4,5,2,21 to 35,Female,738
2450,Operations Manager,2,10,2,6,2,10,7,3,3,6,1,36 to 50,Female,666.6
2451,City Bus Driver,0,10,0,7,2,7,6,3,3,5,2,51 or more,Female,684.5
2452,City Bus Driver,8,8,5,7,1,7,5,3,4,7,2,21 to 35,Female,670.7
2453,Intercity Bus Driver,10,5,5,7,1,7,8,1,5,10,2,21 to 35,Female,718.9
2454,Maintenance Technician,4,10,4,1,2,2,8,4,1,1,2,51 or more,Female,619.3
2455,Maintenance Technician,6,4,1,6,2,6,9,2,4,10,2,Less than 20,Male,693.4
2456,Intercity Bus Driver,0,4,2,5,1,8,5,4,2,7,2,21 to 35,Female,631.8
2457,Maintenance Technician,0,8,1,4,1,10,7,1,7,10,2,21 to 35,Male,712.5
2458,Environmental and Sustainability Manager,0,4,0,6,2,1,6,5,3,2,2,36 to 50,Female,593.2
2459,Fleet Manager,1,4,1,3,1,8,8,4,0,5,2,36 to 50,Male,639.2
2460,Depot Driver,3,10,1,3,2,2,6,1,0,5,2,21 to 35,Male,610.4
2461,Train Conductor,3,5,1,4,1,1,7,2,1,5,2,21 to 35,Female,632.5
2462,City Bus Driver,0,10,5,10,2,10,8,3,10,10,2,51 or more,Male,755.2
2463,Depot Driver,9,9,1,2,2,8,9,4,6,9,2,36 to 50,Male,680.2
2464,Intercity Bus Driver,2,10,2,5,1,7,7,2,4,5,2,36 to 50,Female,683
2465,Environmental and Sustainability Manager,10,10,0,1,2,2,8,4,1,9,1,36 to 50,Female,607.4
2466,Logistics Coordinator,0,4,3,4,1,10,6,2,3,3,2,Less than 20,Female,669.8
2467,Fleet Manager,6,7,4,10,2,8,8,0,8,7,2,36 to 50,Male,729.3
2468,Train Conductor,3,10,5,5,1,9,7,5,0,10,1,21 to 35,Female,686.8
2469,Environmental and Sustainability Manager,0,4,0,6,1,4,10,3,4,6,1,51 or more,Female,652.4
2470,Train Conductor,10,10,5,7,1,7,8,3,8,10,2,36 to 50,Female,717.2
2471,Fleet Manager,10,10,1,7,1,10,8,2,5,8,2,36 to 50,Male,729.7
2472,Logistics Coordinator,10,5,0,0,1,10,6,4,1,0,1,36 to 50,Male,615.4
2473,Intercity Bus Driver,10,4,5,7,1,4,9,2,10,1,2,21 to 35,Male,679.4
2474,Train Conductor,10,4,5,6,2,5,9,2,5,8,2,21 to 35,Female,655.8
2475,Logistics Coordinator,7,1,1,4,2,4,5,3,1,2,1,36 to 50,Female,580
2476,Train Conductor,4,9,2,8,1,2,9,2,2,2,2,Less than 20,Male,662
2477,Train Conductor,0,10,0,3,1,9,6,3,8,5,2,36 to 50,Male,681.5
2478,Depot Driver,0,4,1,7,1,10,8,1,2,4,2,36 to 50,Male,699.1
2479,Maintenance Technician,1,2,1,10,1,1,9,0,0,8,2,36 to 50,Female,641.4
2480,Depot Driver,2,5,5,7,1,8,7,2,4,10,2,36 to 50,Male,720.6
2481,Intercity Bus Driver,5,7,3,8,1,4,9,2,4,8,2,21 to 35,Female,704.9
2482,Intercity Bus Driver,0,2,0,8,1,5,8,0,3,5,2,21 to 35,Male,684.5
2483,Train Conductor,0,0,2,3,1,8,8,4,0,6,2,21 to 35,Male,664.7
2484,City Bus Driver,5,1,4,2,2,2,7,1,0,1,2,36 to 50,Male,617.4
2485,Maintenance Technician,0,7,5,6,1,8,6,4,6,2,2,36 to 50,Female,691.5
2486,Intercity Bus Driver,0,5,5,2,1,6,6,1,8,10,1,51 or more,Male,680.9
2487,City Bus Driver,0,3,5,10,2,9,8,1,1,5,1,36 to 50,Female,673.4
2488,City Bus Driver,1,2,2,5,2,1,7,5,0,0,1,21 to 35,Female,559.4
2489,Intercity Bus Driver,10,3,4,10,2,1,5,4,3,4,1,51 or more,Female,628.7
2490,Train Conductor,5,10,5,8,2,2,7,4,0,1,2,21 to 35,Female,620.8
2491,Train Conductor,7,2,2,5,1,5,7,2,3,5,1,51 or more,Female,658.8
2492,Fleet Manager,10,5,4,3,2,10,5,4,1,3,2,51 or more,Female,639
2493,Depot Driver,0,10,5,7,1,7,7,3,5,8,2,51 or more,Female,732.3
2494,Fleet Manager,0,1,1,4,1,10,10,1,4,2,1,36 to 50,Male,653.6
2495,Operations Manager,4,4,2,1,1,3,5,3,1,2,1,36 to 50,Male,598.5
2496,City Bus Driver,3,10,0,1,1,6,8,3,1,7,2,Less than 20,Female,657.5
2497,Train Conductor,0,10,5,5,2,10,7,5,2,5,1,51 or more,Female,673.4
2498,Train Conductor,0,10,5,10,2,8,7,2,3,10,2,Less than 20,Female,734.2
2499,City Bus Driver,9,3,2,7,1,3,7,3,0,7,2,21 to 35,Male,648.2
2500,Fleet Manager,5,5,0,2,2,2,7,1,1,1,1,21 to 35,Male,607.2
2501,Maintenance Technician,0,1,0,8,1,6,6,4,5,1,1,Less than 20,Female,609.5
2502,Intercity Bus Driver,0,4,0,8,1,1,5,3,1,4,1,51 or more,Female,633.8
2503,Logistics Coordinator,1,10,5,8,1,5,7,2,2,1,2,21 to 35,Female,704.7
2504,Maintenance Technician,2,5,0,4,2,1,6,3,5,3,2,36 to 50,Male,622.1
2505,Operations Manager,0,5,1,7,2,2,7,1,10,5,2,21 to 35,Male,676.9
2506,Intercity Bus Driver,10,10,5,7,2,2,8,3,4,6,2,36 to 50,Male,670.3
2507,City Bus Driver,10,10,0,4,1,3,5,4,8,4,1,36 to 50,Female,669.9
2508,Maintenance Technician,10,10,3,6,2,5,8,3,8,10,1,51 or more,Female,686.2
2509,Logistics Coordinator,0,8,5,7,1,5,6,1,6,10,2,51 or more,Female,748.7
2510,Operations Manager,0,5,2,6,2,5,5,4,4,10,2,51 or more,Female,672
2511,Logistics Coordinator,6,4,5,0,2,10,7,3,1,10,1,51 or more,Male,649.6
2512,City Bus Driver,5,5,2,6,2,5,7,2,3,2,2,36 to 50,Female,633.3
2513,Environmental and Sustainability Manager,0,4,3,8,1,10,8,2,4,6,2,21 to 35,Male,671.9
2514,City Bus Driver,10,4,2,3,2,10,4,5,1,2,1,Less than 20,Female,584.4
2515,Intercity Bus Driver,0,6,0,5,2,2,8,1,2,6,2,36 to 50,Female,627.8
2516,Environmental and Sustainability Manager,8,3,5,6,2,4,8,2,1,5,1,51 or more,Female,618
2517,Depot Driver,0,10,5,8,1,9,7,4,3,10,2,21 to 35,Female,717.4
2518,Train Conductor,4,2,4,5,2,4,6,1,3,3,2,21 to 35,Female,639.7
2519,Operations Manager,0,6,5,8,1,8,7,4,8,10,1,Less than 20,Female,725.7
2520,Fleet Manager,10,5,3,4,2,5,7,3,1,4,2,36 to 50,Female,607.8
2521,Logistics Coordinator,10,3,5,6,1,5,6,5,1,2,2,36 to 50,Female,648.4
2522,Depot Driver,0,8,5,10,2,5,7,2,7,3,2,51 or more,Female,713.2
2523,Train Conductor,3,10,1,8,1,7,8,3,4,6,2,21 to 35,Male,720.6
2524,Depot Driver,5,1,2,5,1,7,8,4,4,1,1,21 to 35,Female,649.2
2525,City Bus Driver,0,6,0,8,2,4,7,5,0,10,2,21 to 35,Male,622.9
2526,Train Conductor,5,10,3,8,2,6,8,4,8,5,2,21 to 35,Female,677.9
2527,Fleet Manager,10,4,1,7,1,10,8,1,3,8,2,21 to 35,Male,649.8
2528,Train Conductor,0,2,0,3,2,1,8,2,0,0,2,36 to 50,Male,600.4
2529,Depot Driver,5,10,2,10,1,10,5,5,10,2,2,36 to 50,Male,730.8
2530,Environmental and Sustainability Manager,5,4,3,2,2,5,9,5,0,4,2,51 or more,Male,611.6
2531,Logistics Coordinator,10,8,0,8,2,2,8,3,8,6,2,36 to 50,Female,672
2532,Logistics Coordinator,0,10,5,5,1,10,7,0,7,8,2,51 or more,Male,785.6
2533,Train Conductor,0,8,5,5,1,2,7,2,1,5,2,36 to 50,Female,682
2534,City Bus Driver,0,10,5,6,1,5,8,4,8,10,2,36 to 50,Male,745.7
2535,Train Conductor,2,10,1,6,2,8,7,4,5,6,2,36 to 50,Female,700.2
2536,Maintenance Technician,2,8,2,8,1,6,8,4,2,2,2,Less than 20,Female,649
2537,City Bus Driver,0,10,5,9,2,7,6,4,2,6,2,36 to 50,Female,681.1
2538,Train Conductor,10,10,2,8,2,8,7,4,3,4,2,36 to 50,Male,667.9
2539,Train Conductor,0,8,2,1,1,10,8,2,2,10,2,51 or more,Female,687.2
2540,City Bus Driver,0,8,5,8,1,7,6,2,2,3,2,36 to 50,Female,681.1
2541,Fleet Manager,4,8,2,10,2,5,5,1,7,10,2,21 to 35,Male,692.4
2542,Train Conductor,9,3,4,3,2,4,6,2,1,7,2,21 to 35,Female,638
2543,Logistics Coordinator,1,10,5,3,2,3,6,3,4,2,1,21 to 35,Male,637.8
2544,Environmental and Sustainability Manager,4,10,0,7,1,4,7,3,0,6,2,21 to 35,Female,651.8
2545,Logistics Coordinator,9,8,3,6,2,8,7,3,7,8,2,21 to 35,Female,698.5
2546,City Bus Driver,0,3,1,4,2,3,9,5,1,5,1,36 to 50,Female,573.8
2547,Depot Driver,1,10,5,3,1,2,7,4,2,6,2,36 to 50,Male,695.6
2548,Intercity Bus Driver,0,2,1,5,1,6,4,3,2,1,1,Less than 20,Male,622.7
2549,Logistics Coordinator,0,3,0,8,1,6,7,0,1,4,2,36 to 50,Male,698.1
2550,Depot Driver,10,10,5,7,1,5,5,2,7,10,2,36 to 50,Male,748.5
2551,Operations Manager,2,4,1,3,2,3,6,0,1,2,1,51 or more,Female,580
2552,Logistics Coordinator,10,10,5,10,1,10,10,0,10,10,2,51 or more,Female,786.2
2553,Operations Manager,0,10,5,5,1,3,8,4,2,10,2,36 to 50,Male,735.1
2554,City Bus Driver,2,1,5,2,1,1,7,0,6,2,1,21 to 35,Female,658
2555,Depot Driver,2,6,5,4,1,10,5,3,4,4,1,36 to 50,Male,678.1
2556,Environmental and Sustainability Manager,5,5,0,0,2,5,7,3,0,3,2,36 to 50,Male,589.1
2557,Train Conductor,0,7,3,9,1,7,6,4,5,3,2,36 to 50,Female,684.5
2558,Operations Manager,2,8,5,5,2,4,6,5,8,10,2,21 to 35,Male,699.2
2559,City Bus Driver,10,10,5,5,1,4,8,5,0,3,2,51 or more,Male,638.4
2560,Environmental and Sustainability Manager,0,5,2,2,1,3,10,1,5,3,2,36 to 50,Female,657.3
2561,Operations Manager,0,6,1,6,1,10,7,1,7,10,2,51 or more,Female,734.6
2562,Depot Driver,10,10,5,10,2,10,10,2,10,10,1,Less than 20,Male,721.6
2563,Intercity Bus Driver,5,2,2,1,2,7,6,5,1,3,1,21 to 35,Female,550.2
2564,Logistics Coordinator,2,6,3,8,1,7,8,2,6,8,1,36 to 50,Female,730.8
2565,Fleet Manager,10,10,5,8,1,10,8,2,4,10,2,21 to 35,Male,756.9
2566,Train Conductor,0,10,1,6,2,8,7,1,7,7,2,36 to 50,Female,686.6
2567,City Bus Driver,0,10,4,6,1,9,6,4,8,5,2,51 or more,Male,749.5
2568,Depot Driver,0,4,2,4,1,3,8,1,5,4,1,Less than 20,Female,631.4
2569,City Bus Driver,0,10,1,2,2,5,6,3,1,2,2,51 or more,Female,624.6
2570,Fleet Manager,0,4,5,1,1,2,8,3,4,10,2,21 to 35,Male,692.4
2571,Train Conductor,0,8,1,6,1,7,8,2,4,4,2,Less than 20,Female,684.9
2572,Train Conductor,0,10,5,10,1,10,10,0,10,3,1,21 to 35,Male,776
2573,Train Conductor,4,10,1,5,1,7,7,4,6,5,1,Less than 20,Female,662.6
2574,Depot Driver,1,10,3,6,1,10,7,2,6,7,2,21 to 35,Female,734.6
2575,Depot Driver,0,10,3,7,2,4,6,2,1,5,2,36 to 50,Male,668.6
2576,Intercity Bus Driver,3,4,4,4,2,2,8,4,0,4,1,36 to 50,Female,578.5
2577,Depot Driver,10,2,2,9,2,8,8,1,5,2,2,51 or more,Female,671.5
2578,Intercity Bus Driver,0,4,1,4,1,1,7,3,0,5,1,Less than 20,Female,607
2579,Operations Manager,2,5,1,6,1,10,5,3,3,4,2,Less than 20,Female,645.8
2580,Train Conductor,0,3,1,0,2,1,7,5,0,4,1,21 to 35,Female,557.7
2581,Depot Driver,10,5,1,8,2,2,8,3,3,6,1,21 to 35,Female,604
2582,Operations Manager,10,10,0,5,2,5,8,4,5,5,1,21 to 35,Female,652.2
2583,Train Conductor,7,10,4,0,2,10,6,3,3,8,2,21 to 35,Male,685.1
2584,Operations Manager,10,4,1,2,2,8,6,1,0,1,1,21 to 35,Male,584.4
2585,Train Conductor,0,3,4,1,2,10,7,5,1,3,2,Less than 20,Female,600.3
2586,Operations Manager,0,10,5,7,2,10,8,2,1,10,2,36 to 50,Female,717.8
2587,Depot Driver,0,5,1,2,1,2,6,4,2,6,2,51 or more,Male,641
2588,Maintenance Technician,10,5,5,10,1,10,10,1,4,9,2,36 to 50,Female,731.8
2589,Train Conductor,1,1,4,0,1,1,8,0,0,4,1,21 to 35,Female,629.3
2590,City Bus Driver,10,10,5,7,2,4,8,2,4,8,2,21 to 35,Male,697.9
2591,Intercity Bus Driver,0,3,5,8,2,4,9,1,7,7,2,51 or more,Female,721.9
2592,Logistics Coordinator,0,10,5,2,2,6,5,3,3,2,2,36 to 50,Male,645
2593,Depot Driver,1,10,5,2,1,7,7,1,4,10,2,21 to 35,Female,722.1
2594,Depot Driver,2,2,1,6,1,7,7,3,1,6,1,21 to 35,Male,620.1
2595,Train Conductor,5,5,5,8,1,7,9,2,5,6,2,51 or more,Male,697
2596,Intercity Bus Driver,0,6,5,8,1,2,5,1,10,6,1,21 to 35,Female,713.9
2597,Fleet Manager,0,10,5,7,1,2,6,3,2,5,2,36 to 50,Female,685.2
2598,Maintenance Technician,0,5,2,0,1,10,9,1,2,9,2,21 to 35,Female,714.6
2599,Operations Manager,0,10,2,4,2,10,6,3,5,10,2,21 to 35,Female,702.1
2600,Train Conductor,3,10,2,5,1,3,7,3,4,6,2,21 to 35,Female,702.6
2601,City Bus Driver,5,6,0,6,1,10,7,4,2,10,2,21 to 35,Female,707.4
2602,Depot Driver,0,8,5,9,1,10,9,4,5,7,2,51 or more,Female,729.9
2603,Train Conductor,0,10,5,7,1,4,6,3,4,10,1,21 to 35,Female,714.5
2604,Fleet Manager,0,6,5,5,1,8,8,2,2,4,2,21 to 35,Male,690.2
2605,Maintenance Technician,0,5,3,2,1,8,5,2,2,8,2,21 to 35,Female,681.1
2606,Depot Driver,0,5,5,6,1,5,8,1,5,4,2,36 to 50,Female,725.3
2607,Maintenance Technician,6,5,4,8,1,5,9,4,8,2,1,51 or more,Male,676.2
2608,Environmental and Sustainability Manager,10,3,0,8,2,8,8,3,1,4,1,21 to 35,Female,598.4
2609,Intercity Bus Driver,3,5,5,7,2,2,7,4,1,4,2,21 to 35,Female,629.3
2610,Logistics Coordinator,5,10,5,7,2,3,7,3,1,5,2,36 to 50,Female,660.1
2611,City Bus Driver,0,6,5,2,2,10,7,2,1,2,2,21 to 35,Female,646.2
2612,Depot Driver,2,6,2,8,1,6,9,3,9,6,2,Less than 20,Female,718.9
2613,Intercity Bus Driver,0,7,1,4,2,5,7,5,0,4,1,Less than 20,Female,580.6
2614,Intercity Bus Driver,2,10,3,5,1,4,9,1,2,10,2,Less than 20,Female,703.2
2615,Maintenance Technician,0,10,5,8,1,10,6,3,2,3,2,21 to 35,Female,737.8
2616,Depot Driver,5,10,2,3,2,3,9,4,5,3,1,21 to 35,Male,624.8
2617,Operations Manager,0,9,3,7,1,1,6,2,1,4,2,21 to 35,Male,678.2
2618,Train Conductor,10,5,5,8,2,1,5,5,5,10,2,36 to 50,Female,671.2
2619,Maintenance Technician,0,2,0,1,2,6,7,1,1,1,2,36 to 50,Male,596.1
2620,City Bus Driver,0,7,3,8,1,6,8,3,1,10,2,51 or more,Female,727.2
2621,Train Conductor,10,4,0,2,2,2,7,2,2,4,1,51 or more,Female,557.9
2622,City Bus Driver,0,10,3,10,2,5,8,1,2,10,2,51 or more,Female,689.6
2623,Logistics Coordinator,0,4,1,6,2,3,6,4,1,4,2,36 to 50,Male,624.2
2624,Maintenance Technician,7,10,3,10,1,9,7,4,10,5,2,21 to 35,Female,731
2625,City Bus Driver,0,5,0,1,1,1,5,5,8,4,1,Less than 20,Female,603.2
2626,Intercity Bus Driver,0,2,2,5,2,7,8,1,3,5,2,36 to 50,Male,674.7
2627,Logistics Coordinator,1,9,1,5,1,10,7,5,7,3,1,51 or more,Female,658.1
2628,Train Conductor,0,6,0,4,2,5,6,4,1,4,2,51 or more,Male,612.7
2629,Intercity Bus Driver,4,10,0,9,1,7,6,4,10,8,2,Less than 20,Female,701.5
2630,Train Conductor,0,6,5,8,2,9,5,1,4,4,2,51 or more,Male,703.4
2631,Fleet Manager,0,4,5,8,1,7,8,1,8,10,2,36 to 50,Female,720.6
2632,Environmental and Sustainability Manager,0,10,1,8,1,8,8,3,2,1,2,36 to 50,Female,715.7
2633,Fleet Manager,10,3,5,7,1,3,7,4,1,5,2,51 or more,Female,634.6
2634,Fleet Manager,0,5,1,8,1,7,8,4,2,5,2,21 to 35,Female,701.9
2635,Operations Manager,0,5,0,10,1,10,7,4,4,5,2,21 to 35,Female,697.2
2636,Environmental and Sustainability Manager,7,8,1,8,2,4,7,3,0,8,2,36 to 50,Female,611
2637,Depot Driver,0,2,1,8,2,3,6,4,5,2,1,36 to 50,Female,590.2
2638,Intercity Bus Driver,0,6,5,8,1,2,8,0,5,5,2,21 to 35,Female,719.6
2639,Logistics Coordinator,5,6,5,3,2,4,7,1,3,3,2,51 or more,Male,665.4
2640,Maintenance Technician,0,3,1,5,2,8,6,4,0,3,2,51 or more,Female,611.6
2641,Fleet Manager,10,10,0,5,1,2,7,4,0,6,1,Less than 20,Female,617.4
2642,Train Conductor,7,5,2,8,1,10,7,3,6,4,1,21 to 35,Female,676.8
2643,City Bus Driver,10,9,4,6,1,8,5,5,5,8,2,51 or more,Female,687.9
2644,Fleet Manager,7,7,4,7,1,9,7,3,8,3,2,51 or more,Female,707.2
2645,Operations Manager,0,10,1,9,1,5,7,3,0,7,2,Less than 20,Female,679.2
2646,Depot Driver,0,8,2,7,1,3,8,2,6,7,2,21 to 35,Female,723.2
2647,City Bus Driver,10,2,2,7,2,6,8,1,0,5,2,21 to 35,Male,618.4
2648,Intercity Bus Driver,0,1,0,6,2,10,5,5,2,3,2,36 to 50,Male,622
2649,Operations Manager,10,6,3,8,1,5,6,3,4,5,2,21 to 35,Male,653.5
2650,Train Conductor,0,10,2,1,2,1,7,3,2,2,1,36 to 50,Female,607
2651,City Bus Driver,3,8,4,6,1,8,9,2,3,10,2,21 to 35,Female,710.8
2652,Environmental and Sustainability Manager,0,8,5,9,1,8,8,1,0,8,2,36 to 50,Female,725.9
2653,Maintenance Technician,0,4,5,10,2,3,6,4,3,3,2,51 or more,Female,648
2654,Train Conductor,10,8,0,1,1,2,5,5,1,3,1,21 to 35,Male,557.5
2655,Train Conductor,0,5,0,6,1,5,7,4,0,4,2,Less than 20,Male,619.7
2656,Train Conductor,5,10,0,8,1,8,8,3,1,4,1,36 to 50,Female,652.8
2657,Operations Manager,2,10,5,5,1,5,8,1,6,5,2,21 to 35,Female,764.4
2658,Logistics Coordinator,0,3,5,8,1,7,6,2,2,5,2,51 or more,Female,715.1
2659,Depot Driver,5,10,1,8,1,6,8,3,10,10,2,36 to 50,Female,722.1
2660,Depot Driver,6,3,3,6,2,5,9,3,0,6,2,21 to 35,Male,625.2
2661,Operations Manager,6,10,2,7,1,10,5,1,4,10,2,36 to 50,Female,735.9
2662,Train Conductor,0,4,1,9,1,8,8,2,3,7,2,51 or more,Female,669.8
2663,Fleet Manager,10,7,2,7,1,5,6,1,3,6,2,36 to 50,Male,685.8
2664,Environmental and Sustainability Manager,0,3,0,4,2,2,7,2,4,4,1,Less than 20,Male,598.7
2665,Train Conductor,10,10,4,8,2,8,8,1,10,10,2,51 or more,Male,737.8
2666,Fleet Manager,1,5,4,7,2,6,7,1,2,5,2,36 to 50,Male,655.6
2667,Environmental and Sustainability Manager,4,4,2,2,2,1,6,3,2,4,2,36 to 50,Female,603.4
2668,Train Conductor,0,10,5,8,1,10,8,5,1,3,2,21 to 35,Female,665.1
2669,Depot Driver,4,3,2,5,1,6,8,1,2,4,2,Less than 20,Female,664.3
2670,Logistics Coordinator,0,3,5,6,2,6,7,2,2,5,2,36 to 50,Female,652.2
2671,Intercity Bus Driver,0,2,1,5,1,8,5,3,1,4,2,21 to 35,Male,652.2
2672,Logistics Coordinator,0,10,3,8,1,3,6,5,3,5,2,36 to 50,Female,687.1
2673,Logistics Coordinator,5,8,2,5,1,4,7,4,3,3,1,21 to 35,Male,638.2
2674,Operations Manager,10,10,5,0,1,7,8,5,10,4,1,36 to 50,Male,679.8
2675,Logistics Coordinator,10,3,4,4,2,3,7,5,0,7,2,36 to 50,Female,622.7
2676,Operations Manager,10,5,0,5,1,1,6,4,1,4,1,21 to 35,Male,600
2677,Maintenance Technician,0,10,0,3,1,4,6,0,1,5,2,Less than 20,Male,648.2
2678,Logistics Coordinator,5,5,5,9,1,1,7,5,2,8,2,21 to 35,Female,661.4
2679,Fleet Manager,0,10,1,7,1,6,7,4,2,10,2,21 to 35,Male,721.9
2680,Intercity Bus Driver,0,3,1,0,1,3,6,2,0,2,1,21 to 35,Female,603.8
2681,Fleet Manager,8,3,4,6,2,2,8,3,6,6,1,21 to 35,Female,641.4
2682,Depot Driver,7,10,5,2,1,4,7,4,1,5,2,21 to 35,Female,667.1
2683,Logistics Coordinator,0,4,5,10,1,10,8,1,4,1,2,51 or more,Male,763.7
2684,Maintenance Technician,10,6,0,5,2,8,7,2,1,2,1,36 to 50,Female,606.7
2685,Train Conductor,0,9,0,6,1,4,6,2,5,4,1,Less than 20,Male,651.6
2686,Intercity Bus Driver,0,2,1,2,1,1,5,5,1,0,2,36 to 50,Female,598.1
2687,City Bus Driver,3,5,2,8,1,5,7,4,2,5,2,Less than 20,Female,665.6
2688,Intercity Bus Driver,0,10,5,7,1,5,6,3,10,6,2,21 to 35,Male,707.9
2689,Logistics Coordinator,10,3,0,9,2,10,8,4,1,2,1,36 to 50,Female,592
2690,Train Conductor,0,10,2,8,1,1,8,3,0,5,2,36 to 50,Female,634.4
2691,Train Conductor,5,10,5,7,1,7,6,4,2,4,1,Less than 20,Male,681.1
2692,Maintenance Technician,10,5,2,0,2,7,5,3,1,2,1,36 to 50,Male,573.8
2693,Logistics Coordinator,5,3,0,4,2,2,6,5,4,1,1,21 to 35,Female,561.1
2694,Operations Manager,0,6,1,5,1,10,8,3,1,8,2,36 to 50,Female,728
2695,Environmental and Sustainability Manager,0,10,4,8,2,5,6,2,10,10,2,36 to 50,Male,728.3
2696,Fleet Manager,0,10,0,5,2,4,6,5,1,4,2,21 to 35,Female,610.8
2697,Maintenance Technician,0,8,3,4,1,2,7,1,3,4,2,51 or more,Female,678.6
2698,Fleet Manager,0,7,5,8,1,7,7,2,2,2,2,21 to 35,Male,703.4
2699,Train Conductor,10,5,0,2,1,2,7,5,1,1,1,Less than 20,Female,557.9
2700,Depot Driver,8,1,1,4,1,6,8,2,2,5,2,21 to 35,Female,650.7
2701,Depot Driver,7,8,5,8,1,5,7,2,6,10,1,36 to 50,Male,718.3
2702,Environmental and Sustainability Manager,0,5,1,8,1,8,7,4,1,4,2,21 to 35,Female,662.8
2703,Logistics Coordinator,6,4,0,2,1,4,9,3,2,2,1,21 to 35,Male,608
2704,Environmental and Sustainability Manager,1,10,4,4,2,3,7,2,6,6,2,36 to 50,Male,709.4
2705,Fleet Manager,10,10,2,4,2,3,5,4,6,3,2,51 or more,Female,658
2706,Intercity Bus Driver,0,7,2,8,1,4,7,1,5,1,2,36 to 50,Male,670.5
2707,Train Conductor,10,10,5,10,1,6,8,4,1,2,2,36 to 50,Female,698.3
2708,Depot Driver,4,10,1,3,2,3,7,2,4,7,2,51 or more,Female,646.5
2709,Depot Driver,0,5,5,1,2,1,6,3,1,5,2,51 or more,Female,625.5
2710,Fleet Manager,0,10,3,5,1,2,10,5,0,5,1,Less than 20,Female,626.5
2711,Environmental and Sustainability Manager,0,10,5,8,2,5,8,1,8,8,2,51 or more,Male,757.6
2712,Maintenance Technician,0,10,5,8,1,7,9,4,10,10,2,51 or more,Female,763.3
2713,Fleet Manager,2,10,1,6,1,7,7,2,4,8,2,36 to 50,Male,720.4
2714,Operations Manager,0,8,5,10,2,4,8,5,1,7,2,36 to 50,Male,682.6
